GRI1,GRI2,GRI3,GRI4,GRI5,GRI6,GRI7,GRI8,GRI9,GRI10,GRI11,GRI12,GRI13,GRI14,GRI15,GRI16,GRI17,GRI18,GRI19,GRI20,GRI21,GRI22,GRI23,GRI24,GRI25,GRI26,GRI27,GRI28,GRI29,GRI30,GRI31,GRI32,GRI33,GRI34,GRI35,GRI36,GRI37,GRI38,GRI39,GRI40,GRI41,SOGS4,SOGS5,SOGS6,SOGS7,SOGS8,SOGS9,SOGS10,SOGS11,SOGS12,SOGS13,SOGS14,SOGS15,Student,ID
1,1,1,1,1,1,2,3,1,1,1,6,1,2,1,1,1,1,1,1,1,6,1,1,4,1,1,3,4,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,123
1,1,1,1,1,1,2,3,1,1,1,6,1,2,1,1,1,1,1,1,1,6,1,1,4,1,1,3,4,5,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,124
4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,0,0,0,1,0,0,0,1,125
1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,126
1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,127
2,1,2,1,1,2,2,1,1,2,1,5,2,3,1,1,2,1,1,1,1,4,2,3,2,1,1,2,3,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,128
2,1,2,1,1,2,2,1,1,2,1,5,2,3,1,1,2,1,1,1,1,4,2,3,2,1,1,2,3,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,129
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,130
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,131
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,132
2,1,1,1,2,2,2,1,2,1,2,2,3,2,1,2,2,4,2,2,2,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,1,133
2,1,1,1,2,2,2,1,2,1,2,2,3,2,1,2,2,4,2,2,2,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,1,134
3,6,1,1,1,1,2,1,1,1,1,5,1,3,4,3,1,1,3,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,135
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,136
1,1,5,4,1,1,1,5,1,5,1,4,1,1,2,2,1,1,3,5,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,137
2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,5,2,2,2,2,2,3,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,138
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,139
1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,140
2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,5,2,4,2,2,2,2,2,5,2,1,2,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,141
2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,5,2,4,2,2,2,2,2,5,2,1,2,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,142
1,3,3,6,6,1,6,1,1,1,1,4,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,1,143
1,2,1,4,3,1,1,3,1,1,1,5,1,6,3,1,2,1,1,6,1,1,1,1,2,3,2,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,144
1,6,1,5,1,1,1,6,4,1,1,6,1,1,4,1,1,2,3,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,145
1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,146
1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,147
1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,148
6,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,149
2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,5,1,2,2,1,2,2,1,5,2,1,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,150
2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,5,1,2,2,1,2,2,1,5,2,1,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,151
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,152
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,153
2,2,1,2,1,1,1,1,1,1,1,5,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,154
1,2,2,2,1,3,3,1,1,2,1,1,1,2,2,1,1,1,1,3,1,5,1,1,3,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,155
1,2,2,2,1,3,3,1,1,2,1,1,1,2,2,1,1,1,1,3,1,5,1,1,3,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,156
1,1,1,1,2,1,2,1,2,1,2,2,1,5,2,2,4,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,157
1,1,1,1,2,1,2,1,2,1,2,2,1,5,2,2,4,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,158
1,1,1,2,2,1,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,159
1,1,1,2,2,1,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,160
2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,161
1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,162
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,163
2,1,1,3,4,1,4,1,2,2,3,5,2,2,3,1,3,2,2,5,2,1,2,1,1,2,3,1,1,1,1,4,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,164
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,165
1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,166
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,1,167
1,1,1,2,1,2,1,1,2,1,3,5,3,3,2,2,3,4,2,3,2,4,2,2,4,2,2,2,3,5,2,1,1,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,168
1,1,1,2,1,2,1,1,2,1,3,5,3,3,2,2,3,4,2,3,2,4,2,2,4,2,2,2,3,5,2,1,1,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,169
2,4,3,5,2,3,2,3,3,6,3,3,2,4,3,3,1,1,1,5,1,2,1,1,4,1,2,3,1,2,2,2,1,1,2,1,1,1,3,3,4,2,2,1,0,1,1,1,0,0,0,0,0,1,170
6,6,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,6,6,6,1,1,1,1,2,2,2,3,6,2,1,2,5,1,2,1,5,2,2,1,4,2,2,2,1,1,1,0,0,1,1,0,1,1,171
1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,5,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,172
2,1,2,1,1,2,2,1,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,173
2,1,2,1,1,2,2,1,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,174
1,4,1,1,1,1,1,3,1,1,1,4,2,4,2,1,3,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,175
2,1,2,1,2,1,2,1,2,2,1,2,2,3,2,3,4,5,2,2,2,4,2,2,3,2,3,3,3,5,1,2,2,4,4,2,2,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,176
2,1,2,1,2,1,2,1,2,2,1,2,2,3,2,3,4,5,2,2,2,4,2,2,3,2,3,3,3,5,1,2,2,4,4,2,2,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,177
2,1,2,4,3,1,3,2,1,2,1,5,2,1,3,1,1,1,1,6,2,2,2,2,2,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,178
1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,179
2,1,2,1,1,1,2,1,1,1,2,2,5,3,1,2,2,2,2,2,2,2,2,2,4,2,2,2,3,5,2,2,2,2,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,180
2,1,2,1,1,1,2,1,1,1,2,2,5,3,1,2,2,2,2,2,2,2,2,2,4,2,2,2,3,5,2,2,2,2,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,181
2,2,1,2,2,2,2,4,2,2,2,5,2,5,4,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,182
3,1,2,2,2,2,2,1,2,2,3,3,4,4,2,2,2,3,3,2,4,4,2,2,2,2,3,2,3,2,3,4,2,2,2,3,3,2,3,1,4,2,2,2,1,1,0,0,0,1,0,0,1,1,183
3,1,2,2,2,2,2,1,2,2,3,3,4,4,2,2,2,3,3,2,4,4,2,2,2,2,3,2,3,2,3,4,2,2,2,3,3,2,3,1,4,2,2,2,1,1,0,0,0,1,0,0,1,1,184
1,6,1,1,1,1,3,1,1,1,1,6,1,4,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,185
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,186
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,187
3,5,4,5,2,4,5,2,2,2,2,2,2,2,2,2,4,2,2,6,2,2,2,2,2,4,5,1,2,1,1,2,1,2,2,2,1,1,3,2,4,2,2,1,1,1,0,0,1,0,1,0,0,1,188
3,1,3,2,2,3,1,1,1,2,3,1,1,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,3,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,189
3,1,3,2,2,3,1,1,1,2,3,1,1,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,6,1,1,1,1,1,3,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,190
4,3,2,4,3,2,2,4,1,3,1,5,2,5,4,2,2,2,1,4,1,3,2,3,2,3,1,1,1,1,1,3,1,1,1,1,1,1,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,1,191
2,1,2,1,1,1,2,1,1,1,2,2,2,5,1,1,4,2,1,1,1,3,3,3,2,1,2,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,192
2,1,2,1,1,1,2,1,1,1,2,2,2,5,1,1,4,2,1,1,1,3,3,3,2,1,2,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,193
2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,3,3,5,2,4,4,1,2,2,2,1,3,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,1,194
2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,6,1,1,6,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,195
2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,6,1,1,6,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,196
2,3,4,2,4,2,4,3,4,5,4,3,2,4,4,3,2,3,3,3,4,3,2,3,4,3,2,3,4,4,4,3,4,2,3,4,3,3,3,4,3,3,2,2,1,1,1,1,1,0,1,1,0,1,197
3,4,4,3,2,3,4,3,2,3,2,4,4,4,2,3,5,2,3,5,3,2,3,3,4,2,3,4,2,1,1,4,2,1,4,2,1,1,4,4,3,2,2,2,1,0,0,1,0,0,0,1,0,1,198
1,1,1,5,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,199
1,1,1,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,200
2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,201
2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,202
2,1,2,1,2,2,2,2,2,1,1,1,3,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,203
2,1,2,1,2,2,2,2,2,1,1,1,3,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,204
2,6,2,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,205
2,4,4,4,5,2,3,3,2,2,2,4,4,4,4,4,3,3,3,2,4,3,5,5,5,5,3,2,2,2,3,3,3,2,4,4,4,3,3,4,4,2,3,1,1,1,1,1,1,0,0,0,1,1,206
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,1,1,1,1,3,2,3,2,2,3,2,3,4,4,3,2,3,3,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,207
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,2,2,4,1,1,4,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,208
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,4,2,2,4,1,1,4,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,209
2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,4,2,2,3,1,2,2,2,5,2,2,2,2,2,3,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,210
2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,4,2,2,3,1,2,2,2,5,2,2,2,2,2,3,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,211
1,2,2,4,4,3,3,4,4,5,5,1,2,3,4,4,3,5,3,2,5,6,3,1,6,5,3,5,3,4,6,3,2,4,2,2,5,5,3,1,3,3,3,1,1,0,0,1,0,1,0,0,1,1,212
1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,213
3,2,3,1,1,3,2,1,1,2,3,1,3,4,2,4,2,4,3,4,4,4,2,4,2,5,4,3,4,3,4,3,4,3,3,4,3,4,3,2,4,2,2,2,1,1,0,1,0,1,0,0,1,1,214
3,2,3,1,1,3,2,1,1,2,3,1,3,4,2,4,2,4,3,4,4,4,2,4,2,5,4,3,4,3,4,3,4,3,3,4,3,4,3,2,4,2,2,2,1,1,0,1,0,1,0,0,1,1,215
4,5,3,3,2,3,4,6,4,4,3,3,5,4,3,1,2,5,3,5,3,3,4,3,3,5,2,1,3,3,4,4,2,1,4,2,4,1,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,1,216
2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,217
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,218
1,1,2,2,2,1,2,2,2,1,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,1,1,1,1,1,2,2,1,1,3,1,1,1,0,1,1,1,1,1,1,219
1,1,2,2,2,1,2,2,2,1,3,3,3,3,2,2,2,2,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,4,1,1,1,1,1,2,2,1,1,3,1,1,1,0,1,1,1,1,1,1,220
1,6,1,1,1,1,1,1,1,1,1,6,1,5,3,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,221
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,222
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,223
2,1,1,1,1,1,1,1,1,1,3,6,1,3,1,1,1,5,1,2,2,4,1,1,2,1,1,1,3,3,1,1,2,4,3,3,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,224
2,1,1,1,1,1,1,1,1,1,3,6,1,3,1,1,1,5,1,2,2,4,1,1,2,1,1,1,3,3,1,1,2,4,3,3,3,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,225
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,226
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,227
2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,3,2,5,2,3,4,5,4,2,2,3,2,5,2,2,2,2,4,3,4,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,228
2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,3,2,5,2,3,4,5,4,2,2,3,2,5,2,2,2,2,4,3,4,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,229
2,1,2,2,2,2,2,1,1,4,2,5,1,3,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,230
3,5,5,5,2,2,1,3,3,1,2,2,2,2,2,1,2,1,2,5,1,2,2,2,2,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,231
2,1,2,1,1,1,2,3,1,2,2,6,1,3,3,1,1,1,1,1,1,6,1,1,5,1,1,1,3,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,232
2,1,2,1,1,1,2,3,1,2,2,6,1,3,3,1,1,1,1,1,1,6,1,1,5,1,1,1,3,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,233
3,1,2,4,2,1,2,2,2,2,2,4,2,4,2,2,2,2,3,5,2,1,4,2,1,3,4,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,234
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,235
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,236
1,1,1,6,2,2,2,2,1,1,1,5,1,2,2,2,2,2,2,5,2,2,2,2,2,3,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,237
1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,2,1,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,238
1,1,1,1,2,2,2,3,1,1,1,1,3,1,1,1,1,4,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,239
1,1,1,1,2,2,2,3,1,1,1,1,3,1,1,1,1,4,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,240
1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,241
1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,242
2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,243
2,1,2,4,2,1,2,2,2,2,1,5,1,2,2,2,3,2,2,5,2,2,2,2,2,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,1,244
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,245
1,1,2,2,2,2,2,1,1,1,5,5,1,1,1,1,1,4,1,1,1,6,1,1,1,1,1,2,5,6,1,1,1,1,1,1,1,1,4,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,246
